Category,Parameter,F1,Precision,Recall
Bose J,"(100.0, 2.0)",0.06993006993006992,0.075,0.06550218340611354
Bose J,"(200.0, 2.0)",0.03435114503816794,0.030508474576271188,0.039301310043668124
Bose J,"(300.0, 2.0)",0.07659574468085106,0.07468879668049792,0.07860262008733625
Bose J,"(400.0, 2.0)",0.08292682926829269,0.09392265193370165,0.07423580786026202
Bose J,"(500.0, 2.0)",0.07142857142857142,0.08588957055214724,0.0611353711790393
Bose J,"(600.0, 2.0)",0.06233766233766233,0.07692307692307693,0.05240174672489083
Bose WC,"(100.0, 2.0)",0.11891891891891893,0.15602836879432624,0.09606986899563319
Bose WC,"(200.0, 2.0)",0.15827338129496402,0.17553191489361702,0.14410480349344978
Bose WC,"(300.0, 2.0)",0.0835509138381201,0.1038961038961039,0.06986899563318777
Bose WC,"(400.0, 2.0)",0.07692307692307693,0.1037037037037037,0.0611353711790393
Bose WC,"(500.0, 2.0)",0.08645533141210374,0.1271186440677966,0.06550218340611354
Bose WC,"(600.0, 2.0)",0.0879120879120879,0.2727272727272727,0.05240174672489083
Earth Mover's Distance,"(100.0, 2.0)",0.03976143141153081,0.0364963503649635,0.043668122270742356
Earth Mover's Distance,"(200.0, 2.0)",0.02702702702702703,0.02422145328719723,0.03056768558951965
Earth Mover's Distance,"(300.0, 2.0)",0.030368763557483733,0.03017241379310345,0.03056768558951965
Earth Mover's Distance,"(400.0, 2.0)",0.06615776081424936,0.07926829268292683,0.056768558951965066
Earth Mover's Distance,"(500.0, 2.0)",0.07792207792207792,0.09615384615384616,0.06550218340611354
Earth Mover's Distance,"(600.0, 2.0)",0.03645833333333333,0.04516129032258064,0.03056768558951965
LCDD,"(100.0, 100.0, 5.0)",0.1134676564156946,0.06457453228726615,0.4672489082969432
LCDD,"(100.0, 100.0, 10.0)",0.1134676564156946,0.06457453228726615,0.4672489082969432
LCDD,"(100.0, 100.0, 20.0)",0.1134676564156946,0.06457453228726615,0.4672489082969432
LCDD,"(100.0, 100.0, 50.0)",0.1134676564156946,0.06457453228726615,0.4672489082969432
LCDD,"(100.0, 100.0, 100.0)",0.1134676564156946,0.06457453228726615,0.4672489082969432
LCDD,"(100.0, 100.0, 150.0)",0.1134676564156946,0.06457453228726615,0.4672489082969432
LCDD,"(100.0, 100.0, 200.0)",0.1134676564156946,0.06457453228726615,0.4672489082969432
LCDD,"(200.0, 200.0, 5.0)",0.17883211678832117,0.11303344867358708,0.4279475982532751
LCDD,"(200.0, 200.0, 10.0)",0.17883211678832117,0.11303344867358708,0.4279475982532751
LCDD,"(200.0, 200.0, 20.0)",0.17883211678832117,0.11303344867358708,0.4279475982532751
LCDD,"(200.0, 200.0, 50.0)",0.17883211678832117,0.11303344867358708,0.4279475982532751
LCDD,"(200.0, 200.0, 100.0)",0.17883211678832117,0.11303344867358708,0.4279475982532751
LCDD,"(200.0, 200.0, 150.0)",0.17883211678832117,0.11303344867358708,0.4279475982532751
LCDD,"(200.0, 200.0, 200.0)",0.17883211678832117,0.11303344867358708,0.4279475982532751
LCDD,"(300.0, 300.0, 5.0)",0.007159904534606205,0.0049261083743842365,0.013100436681222707
LCDD,"(300.0, 300.0, 10.0)",0.007159904534606205,0.0049261083743842365,0.013100436681222707
LCDD,"(300.0, 300.0, 20.0)",0.007159904534606205,0.0049261083743842365,0.013100436681222707
LCDD,"(300.0, 300.0, 50.0)",0.007159904534606205,0.0049261083743842365,0.013100436681222707
LCDD,"(300.0, 300.0, 100.0)",0.007159904534606205,0.0049261083743842365,0.013100436681222707
LCDD,"(300.0, 300.0, 150.0)",0.007159904534606205,0.0049261083743842365,0.013100436681222707
LCDD,"(300.0, 300.0, 200.0)",0.007159904534606205,0.0049261083743842365,0.013100436681222707
LCDD,"(400.0, 400.0, 5.0)",0.1418826739427012,0.10317460317460317,0.22707423580786026
LCDD,"(400.0, 400.0, 10.0)",0.1418826739427012,0.10317460317460317,0.22707423580786026
LCDD,"(400.0, 400.0, 20.0)",0.1418826739427012,0.10317460317460317,0.22707423580786026
LCDD,"(400.0, 400.0, 50.0)",0.1418826739427012,0.10317460317460317,0.22707423580786026
LCDD,"(400.0, 400.0, 100.0)",0.1418826739427012,0.10317460317460317,0.22707423580786026
LCDD,"(400.0, 400.0, 150.0)",0.1418826739427012,0.10317460317460317,0.22707423580786026
LCDD,"(400.0, 400.0, 200.0)",0.1418826739427012,0.10317460317460317,0.22707423580786026
LCDD,"(600.0, 600.0, 5.0)",0.008714596949891068,0.008695652173913044,0.008733624454148471
LCDD,"(600.0, 600.0, 10.0)",0.008714596949891068,0.008695652173913044,0.008733624454148471
LCDD,"(600.0, 600.0, 20.0)",0.008714596949891068,0.008695652173913044,0.008733624454148471
LCDD,"(600.0, 600.0, 50.0)",0.008714596949891068,0.008695652173913044,0.008733624454148471
LCDD,"(600.0, 600.0, 100.0)",0.008714596949891068,0.008695652173913044,0.008733624454148471
LCDD,"(600.0, 600.0, 150.0)",0.008714596949891068,0.008695652173913044,0.008733624454148471
LCDD,"(600.0, 600.0, 200.0)",0.008714596949891068,0.008695652173913044,0.008733624454148471
LCDD,"(800.0, 800.0, 5.0)",0.009828009828009828,0.011235955056179775,0.008733624454148471
LCDD,"(800.0, 800.0, 10.0)",0.009828009828009828,0.011235955056179775,0.008733624454148471
LCDD,"(800.0, 800.0, 20.0)",0.009828009828009828,0.011235955056179775,0.008733624454148471
LCDD,"(800.0, 800.0, 50.0)",0.009828009828009828,0.011235955056179775,0.008733624454148471
LCDD,"(800.0, 800.0, 100.0)",0.009828009828009828,0.011235955056179775,0.008733624454148471
LCDD,"(800.0, 800.0, 150.0)",0.009828009828009828,0.011235955056179775,0.008733624454148471
LCDD,"(800.0, 800.0, 200.0)",0.009828009828009828,0.011235955056179775,0.008733624454148471
LCDD,"(1200.0, 1200.0, 5.0)",0.006024096385542168,0.009708737864077669,0.004366812227074236
LCDD,"(1200.0, 1200.0, 10.0)",0.006024096385542168,0.009708737864077669,0.004366812227074236
LCDD,"(1200.0, 1200.0, 20.0)",0.006024096385542168,0.009708737864077669,0.004366812227074236
LCDD,"(1200.0, 1200.0, 50.0)",0.006024096385542168,0.009708737864077669,0.004366812227074236
LCDD,"(1200.0, 1200.0, 100.0)",0.006024096385542168,0.009708737864077669,0.004366812227074236
LCDD,"(1200.0, 1200.0, 150.0)",0.006024096385542168,0.009708737864077669,0.004366812227074236
LCDD,"(1200.0, 1200.0, 200.0)",0.006024096385542168,0.009708737864077669,0.004366812227074236
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 10.0)",0.06060606060606061,0.08208955223880597,0.048034934497816595
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 20.0)",0.049450549450549455,0.06666666666666667,0.039301310043668124
Martjushev ADWIN J,"(100.0, 400.0, 0.4, 50.0)",0.06575342465753424,0.08823529411764706,0.05240174672489083
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 10.0)",0.05181347150259067,0.06369426751592357,0.043668122270742356
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 20.0)",0.07235142118863049,0.08860759493670886,0.0611353711790393
Martjushev ADWIN J,"(100.0, 500.0, 0.4, 50.0)",0.12853470437017994,0.15625,0.1091703056768559
