Category,Parameter,F1,Precision,Recall
Bose J,"(100.0, 2.0)",0.8065268065268065,0.865,0.7554585152838428
Bose J,"(200.0, 2.0)",0.7977099236641222,0.7084745762711865,0.9126637554585153
Bose J,"(300.0, 2.0)",0.8425531914893617,0.8215767634854771,0.8646288209606987
Bose J,"(400.0, 2.0)",0.702439024390244,0.7955801104972375,0.62882096069869
Bose J,"(500.0, 2.0)",0.7448979591836735,0.8957055214723927,0.6375545851528385
Bose J,"(600.0, 2.0)",0.7116883116883117,0.8782051282051282,0.5982532751091703
Bose WC,"(100.0, 2.0)",0.7405405405405405,0.9716312056737588,0.5982532751091703
Bose WC,"(200.0, 2.0)",0.8009592326139089,0.8882978723404256,0.7292576419213974
Bose WC,"(300.0, 2.0)",0.7362924281984334,0.9155844155844156,0.6157205240174672
Bose WC,"(400.0, 2.0)",0.7087912087912088,0.9555555555555556,0.5633187772925764
Bose WC,"(500.0, 2.0)",0.6455331412103746,0.9491525423728814,0.4890829694323144
Bose WC,"(600.0, 2.0)",0.26373626373626374,0.8181818181818182,0.1572052401746725
Earth Mover's Distance,"(100.0, 2.0)",0.7713717693836979,0.708029197080292,0.8471615720524017
Earth Mover's Distance,"(200.0, 2.0)",0.8146718146718147,0.7301038062283737,0.9213973799126638
Earth Mover's Distance,"(300.0, 2.0)",0.9197396963123644,0.9137931034482759,0.925764192139738
Earth Mover's Distance,"(400.0, 2.0)",0.7989821882951654,0.9573170731707317,0.6855895196506551
Earth Mover's Distance,"(500.0, 2.0)",0.8,0.9871794871794872,0.6724890829694323
Earth Mover's Distance,"(600.0, 2.0)",0.796875,0.9870967741935484,0.6681222707423581
LCDD,"(100.0, 100.0, 5.0)",0.2226935312831389,0.12673506336753168,0.9170305676855895
LCDD,"(100.0, 100.0, 10.0)",0.2226935312831389,0.12673506336753168,0.9170305676855895
LCDD,"(100.0, 100.0, 20.0)",0.2226935312831389,0.12673506336753168,0.9170305676855895
LCDD,"(100.0, 100.0, 50.0)",0.2226935312831389,0.12673506336753168,0.9170305676855895
LCDD,"(100.0, 100.0, 100.0)",0.2226935312831389,0.12673506336753168,0.9170305676855895
LCDD,"(100.0, 100.0, 150.0)",0.2226935312831389,0.12673506336753168,0.9170305676855895
LCDD,"(100.0, 100.0, 200.0)",0.2226935312831389,0.12673506336753168,0.9170305676855895
LCDD,"(200.0, 200.0, 5.0)",0.38321167883211676,0.2422145328719723,0.9170305676855895
LCDD,"(200.0, 200.0, 10.0)",0.38321167883211676,0.2422145328719723,0.9170305676855895
LCDD,"(200.0, 200.0, 20.0)",0.38321167883211676,0.2422145328719723,0.9170305676855895
LCDD,"(200.0, 200.0, 50.0)",0.38321167883211676,0.2422145328719723,0.9170305676855895
LCDD,"(200.0, 200.0, 100.0)",0.38321167883211676,0.2422145328719723,0.9170305676855895
LCDD,"(200.0, 200.0, 150.0)",0.38321167883211676,0.2422145328719723,0.9170305676855895
LCDD,"(200.0, 200.0, 200.0)",0.38321167883211676,0.2422145328719723,0.9170305676855895
LCDD,"(300.0, 300.0, 5.0)",0.5035799522673031,0.3464696223316913,0.9213973799126638
LCDD,"(300.0, 300.0, 10.0)",0.5035799522673031,0.3464696223316913,0.9213973799126638
LCDD,"(300.0, 300.0, 20.0)",0.5035799522673031,0.3464696223316913,0.9213973799126638
LCDD,"(300.0, 300.0, 50.0)",0.5035799522673031,0.3464696223316913,0.9213973799126638
LCDD,"(300.0, 300.0, 100.0)",0.5035799522673031,0.3464696223316913,0.9213973799126638
LCDD,"(300.0, 300.0, 150.0)",0.5035799522673031,0.3464696223316913,0.9213973799126638
LCDD,"(300.0, 300.0, 200.0)",0.5035799522673031,0.3464696223316913,0.9213973799126638
LCDD,"(400.0, 400.0, 5.0)",0.5757162346521146,0.41865079365079366,0.9213973799126638
LCDD,"(400.0, 400.0, 10.0)",0.5757162346521146,0.41865079365079366,0.9213973799126638
LCDD,"(400.0, 400.0, 20.0)",0.5757162346521146,0.41865079365079366,0.9213973799126638
LCDD,"(400.0, 400.0, 50.0)",0.5757162346521146,0.41865079365079366,0.9213973799126638
LCDD,"(400.0, 400.0, 100.0)",0.5757162346521146,0.41865079365079366,0.9213973799126638
