Category,Parameter,F1,Precision,Recall
Bose J,"(100.0, 2.0)",0.8205128205128205,0.88,0.7685589519650655
Bose J,"(200.0, 2.0)",0.8053435114503817,0.7152542372881356,0.9213973799126638
Bose J,"(300.0, 2.0)",0.8680851063829788,0.8464730290456431,0.8908296943231441
Bose J,"(400.0, 2.0)",0.7268292682926829,0.8232044198895028,0.6506550218340611
Bose J,"(500.0, 2.0)",0.7704081632653061,0.9263803680981595,0.6593886462882096
Bose J,"(600.0, 2.0)",0.7480519480519481,0.9230769230769231,0.62882096069869
Bose WC,"(100.0, 2.0)",0.7405405405405405,0.9716312056737588,0.5982532751091703
Bose WC,"(200.0, 2.0)",0.8393285371702638,0.9308510638297872,0.7641921397379913
Bose WC,"(300.0, 2.0)",0.7571801566579636,0.9415584415584416,0.6331877729257642
Bose WC,"(400.0, 2.0)",0.7362637362637363,0.9925925925925926,0.5851528384279476
Bose WC,"(500.0, 2.0)",0.6801152737752161,1.0,0.5152838427947598
Bose WC,"(600.0, 2.0)",0.32234432234432236,1.0,0.19213973799126638
Earth Mover's Distance,"(100.0, 2.0)",0.779324055666004,0.7153284671532847,0.8558951965065502
Earth Mover's Distance,"(200.0, 2.0)",0.8262548262548263,0.740484429065744,0.9344978165938864
Earth Mover's Distance,"(300.0, 2.0)",0.9197396963123644,0.9137931034482759,0.925764192139738
Earth Mover's Distance,"(400.0, 2.0)",0.7989821882951654,0.9573170731707317,0.6855895196506551
Earth Mover's Distance,"(500.0, 2.0)",0.8,0.9871794871794872,0.6724890829694323
Earth Mover's Distance,"(600.0, 2.0)",0.796875,0.9870967741935484,0.6681222707423581
LCDD,"(100.0, 100.0, 5.0)",0.2226935312831389,0.12673506336753168,0.9170305676855895
LCDD,"(100.0, 100.0, 10.0)",0.2226935312831389,0.12673506336753168,0.9170305676855895
LCDD,"(100.0, 100.0, 20.0)",0.2226935312831389,0.12673506336753168,0.9170305676855895
LCDD,"(100.0, 100.0, 50.0)",0.2226935312831389,0.12673506336753168,0.9170305676855895
